tweets;related;rainfall (mm/30min);precision;recall;Normalized tweets;Normalized related;Normalized rainfall (mm/30min);Normalized precision;Normalized recall;Next batch rainfall (mm/30min);Predicted next batch rainfall (mm/30min);
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009054479100736909
1;0;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.0;0.0;0.0;0.03449495894774589
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009054479100736909
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009054479100736909
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009054479100736909
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009054479100736909
0;0;0.6;0.0;0.0;0.0;0.0;0.13303769401330376;0.0;0.0;0.4;0.5625645641785786
0;0;0.2;0.0;0.0;0.0;0.0;0.04434589800443459;0.0;0.0;0.2;0.20303379550393288
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009054479100736909
2;0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.02920949847572358
0;0;0.79;0.0;0.0;0.0;0.0;0.17516629711751663;0.0;0.0;0.6;0.7322603484544981
1;0;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.0;0.0;0.0;0.03449495894774589
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009054479100736909
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009054479100736909
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009054479100736909
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009054479100736909
1;0;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.0;0.0;0.0;0.03449495894774589
1;0;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.0;0.0;0.2;0.03449495894774589
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009054479100736909
1;0;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.0;0.0;0.0;0.03449495894774589
